label	list_id	aspect	n_truth	n_trans	wang_bma	ref	method	evset	category	namespace	recall	track	clade	median_pident
brassica_rapa.rbh.all	SYN_GO0000959	BP	39	9	0.7285244759019275	brassica_rapa	rbh	all	conserved	biological_process	0.2307692307692307	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0002218	BP	50	50	0.8906072746698633	brassica_rapa	rbh	all	specific	biological_process	0.3513513513513513	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0002253	BP	50	50	0.8906072746698633	brassica_rapa	rbh	all	specific	biological_process	0.3469387755102041	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0002682	BP	50	50	0.8722839776631638	brassica_rapa	rbh	all	other	biological_process	0.3082191780821918	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0003735	BP	14	43	0.292542848944458	brassica_rapa	rbh	all	other	molecular_function	0.0	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0004519	BP	45	50	0.887969944326211	brassica_rapa	rbh	all	other	molecular_function	0.7777777777777778	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0004620	BP	18	30	0.6108151593931336	brassica_rapa	rbh	all	other	molecular_function	0.3888888888888889	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0004674	BP	50	38	0.586062877515394	brassica_rapa	rbh	all	other	molecular_function	0.104	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0005507	BP	43	50	0.6996318253538873	brassica_rapa	rbh	all	other	molecular_function	0.7674418604651163	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0005654	BP	50	50	0.8816550140062628	brassica_rapa	rbh	all	other	cellular_component	0.4630872483221476	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0005774	BP	50	50	0.8261611359196204	brassica_rapa	rbh	all	other	cellular_component	0.4356435643564356	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0005789	BP	50	50	0.738399478909601	brassica_rapa	rbh	all	other	cellular_component	0.4464285714285714	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0005856	BP	50	50	0.8577381574397336	brassica_rapa	rbh	all	other	cellular_component	0.4093567251461988	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0005874	BP	50	50	0.8224955941921656	brassica_rapa	rbh	all	other	cellular_component	0.3214285714285714	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0006066	BP	50	50	0.8715455523839446	brassica_rapa	rbh	all	conserved	biological_process	0.5060240963855421	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0006310	BP	50	50	0.9006593644078794	brassica_rapa	rbh	all	conserved	biological_process	0.6391752577319587	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0006351	BP	50	48	0.8596612574528442	brassica_rapa	rbh	all	conserved	biological_process	0.3775510204081632	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0006753	BP	50	50	0.8783230280499166	brassica_rapa	rbh	all	conserved	biological_process	0.56	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0006793	BP	50	50	0.9183578069465352	brassica_rapa	rbh	all	conserved	biological_process	0.609271523178808	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0006796	BP	50	44	0.672301048003788	brassica_rapa	rbh	all	conserved	biological_process	0.146551724137931	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0006811	BP	50	50	0.9150606225654352	brassica_rapa	rbh	all	other	biological_process	0.6081081081081081	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0008092	BP	50	38	0.8256636835179004	brassica_rapa	rbh	all	other	molecular_function	0.2301587301587301	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0009308	BP	50	35	0.91220305504121	brassica_rapa	rbh	all	conserved	biological_process	0.6181818181818182	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0009561	BP	42	9	0.1725668310057408	brassica_rapa	rbh	all	specific	biological_process	0.0	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0009567	BP	35	14	0.7100287306190044	brassica_rapa	rbh	all	specific	biological_process	0.2857142857142857	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0009637	BP	50	50	0.7760449070550973	brassica_rapa	rbh	all	other	biological_process	0.4	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0009668	BP	50	11	0.5238681529086304	brassica_rapa	rbh	all	other	biological_process	0.0508474576271186	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0009738	BP	50	50	0.7387891124443143	brassica_rapa	rbh	all	specific	biological_process	0.3032786885245901	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0009742	BP	50	23	0.7797532218009869	brassica_rapa	rbh	all	specific	biological_process	0.35	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0009751	BP	50	50	0.8718706287232862	brassica_rapa	rbh	all	other	biological_process	0.4144736842105263	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0009826	BP	50	50	0.7485684080710135	brassica_rapa	rbh	all	specific	biological_process	0.4	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0009832	BP	50	43	0.8833372987023145	brassica_rapa	rbh	all	other	biological_process	0.3228346456692913	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0009845	BP	50	50	0.6436867487862561	brassica_rapa	rbh	all	specific	biological_process	0.2584269662921348	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0009860	BP	50	50	0.7651928533394959	brassica_rapa	rbh	all	specific	biological_process	0.3793103448275862	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0009867	BP	50	50	0.7345253727280913	brassica_rapa	rbh	all	specific	biological_process	0.5725190839694656	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0010016	BP	50	50	0.782484523171563	brassica_rapa	rbh	all	specific	biological_process	0.350210970464135	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0010073	BP	50	50	0.8174013370145484	brassica_rapa	rbh	all	specific	biological_process	0.4074074074074074	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0010078	BP	50	45	0.8066078421133891	brassica_rapa	rbh	all	specific	biological_process	0.2708333333333333	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0010087	BP	50	50	0.5547933122603164	brassica_rapa	rbh	all	specific	biological_process	0.1626016260162601	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0010101	BP	50	14	0.6541666077777031	brassica_rapa	rbh	all	specific	biological_process	0.0694444444444444	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0010109	BP	50	16	0.6290045947462309	brassica_rapa	rbh	all	other	biological_process	0.1363636363636363	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0010183	BP	49	7	0.374097211064568	brassica_rapa	rbh	all	specific	biological_process	0.0408163265306122	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0010214	BP	50	2	0.2366828522664948	brassica_rapa	rbh	all	specific	biological_process	0.0	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0010287	BP	50	50	0.6319459649614982	brassica_rapa	rbh	all	other	cellular_component	0.238095238095238	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0010311	BP	50	10	0.5750238594907505	brassica_rapa	rbh	all	specific	biological_process	0.0303030303030303	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0010565	BP	50	50	0.7131823614671007	brassica_rapa	rbh	all	other	biological_process	0.2790697674418604	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0015399	BP	50	36	0.8020908863920367	brassica_rapa	rbh	all	other	molecular_function	0.2549019607843137	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0016051	BP	50	50	0.8973472337803853	brassica_rapa	rbh	all	conserved	biological_process	0.4957264957264957	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0016071	BP	50	50	0.9415390839126958	brassica_rapa	rbh	all	conserved	biological_process	0.6068376068376068	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0016407	BP	31	50	0.4407581460234707	brassica_rapa	rbh	all	other	molecular_function	0.032258064516129	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0016604	BP	50	50	0.833150782267156	brassica_rapa	rbh	all	other	cellular_component	0.3971631205673759	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0016705	BP	50	50	0.8547700684651365	brassica_rapa	rbh	all	other	molecular_function	0.4020618556701031	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0016758	BP	50	50	0.8524665930467696	brassica_rapa	rbh	all	other	molecular_function	0.5	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0016835	BP	50	50	0.8660092727464417	brassica_rapa	rbh	all	other	molecular_function	0.5625	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0016836	BP	50	50	0.8452381658986698	brassica_rapa	rbh	all	other	molecular_function	0.6415094339622641	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0019748	BP	50	25	0.6328266697421521	brassica_rapa	rbh	all	conserved	biological_process	0.1666666666666666	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0019760	BP	50	30	0.5033578543390579	brassica_rapa	rbh	all	conserved	biological_process	0.141025641025641	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0019941	BP	50	35	0.7645905199683868	brassica_rapa	rbh	all	conserved	biological_process	0.3703703703703703	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0021700	BP	50	50	0.8100626141773536	brassica_rapa	rbh	all	specific	biological_process	0.4031007751937984	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0022402	BP	50	50	0.8556804523719057	brassica_rapa	rbh	all	conserved	biological_process	0.5505050505050505	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0022613	BP	50	50	0.8822842053957034	brassica_rapa	rbh	all	other	biological_process	0.5818181818181818	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0023056	BP	50	50	0.8174379917260152	brassica_rapa	rbh	all	other	biological_process	0.3315217391304347	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0030659	BP	50	46	0.7373931773410435	brassica_rapa	rbh	all	other	cellular_component	0.2537313432835821	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0030880	BP	50	38	0.8683847456219915	brassica_rapa	rbh	all	other	cellular_component	0.2619047619047619	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0031978	BP	25	18	0.9308030316966766	brassica_rapa	rbh	all	other	cellular_component	0.64	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0032553	BP	30	50	0.7318247134122906	brassica_rapa	rbh	all	other	molecular_function	0.6333333333333333	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0032555	BP	18	50	0.6710651973477776	brassica_rapa	rbh	all	other	molecular_function	0.6111111111111112	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0032559	BP	15	50	0.6716707437504451	brassica_rapa	rbh	all	other	molecular_function	0.7333333333333333	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0034655	BP	50	50	0.9021278524017972	brassica_rapa	rbh	all	conserved	biological_process	0.4423076923076923	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0035251	BP	41	15	0.5920650252894101	brassica_rapa	rbh	all	other	molecular_function	0.1951219512195122	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0035639	BP	18	50	0.6696402250829703	brassica_rapa	rbh	all	other	molecular_function	0.6111111111111112	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0038023	BP	50	50	0.7959628180130871	brassica_rapa	rbh	all	other	molecular_function	0.3630573248407643	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0040011	BP	49	7	0.374097211064568	brassica_rapa	rbh	all	other	biological_process	0.0408163265306122	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0042594	BP	50	50	0.6289136780510042	brassica_rapa	rbh	all	other	biological_process	0.3	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0042626	BP	50	23	0.7526864359426639	brassica_rapa	rbh	all	other	molecular_function	0.1868131868131868	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0042644	BP	41	23	0.6448648844900331	brassica_rapa	rbh	all	other	cellular_component	0.1707317073170731	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0042646	BP	45	21	0.6222770711608185	brassica_rapa	rbh	all	other	cellular_component	0.1555555555555555	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0042995	BP	50	50	0.6677935430257769	brassica_rapa	rbh	all	other	cellular_component	0.3823529411764705	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0045229	BP	50	50	0.8057565961657711	brassica_rapa	rbh	all	other	biological_process	0.328125	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0045893	BP	50	50	0.835714542676896	brassica_rapa	rbh	all	other	biological_process	0.2584269662921348	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0046486	BP	47	23	0.78659655285971	brassica_rapa	rbh	all	conserved	biological_process	0.3617021276595745	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0046527	BP	50	27	0.7978853143671913	brassica_rapa	rbh	all	other	molecular_function	0.4423076923076923	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0046686	BP	23	6	0.1611108003146612	brassica_rapa	rbh	all	other	biological_process	0.0	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0046907	BP	50	50	0.942030911791646	brassica_rapa	rbh	all	other	biological_process	0.5401459854014599	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0046983	BP	50	50	0.716268148541703	brassica_rapa	rbh	all	other	molecular_function	0.2857142857142857	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0048466	BP	50	50	0.7853651843090625	brassica_rapa	rbh	all	specific	biological_process	0.4444444444444444	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0048510	BP	50	25	0.6872589276018869	brassica_rapa	rbh	all	other	biological_process	0.2857142857142857	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0048653	BP	50	50	0.7507666003535838	brassica_rapa	rbh	all	specific	biological_process	0.4354838709677419	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0051052	BP	50	50	0.7813274353148424	brassica_rapa	rbh	all	other	biological_process	0.4620689655172413	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0051254	BP	50	50	0.8853741556434187	brassica_rapa	rbh	all	other	biological_process	0.3691588785046729	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0051606	BP	50	20	0.5704515811699427	brassica_rapa	rbh	all	other	biological_process	0.1020408163265306	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0055028	BP	50	50	0.7352772122240188	brassica_rapa	rbh	all	other	cellular_component	0.4235294117647059	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0060090	BP	50	50	0.7170980141484006	brassica_rapa	rbh	all	other	molecular_function	0.3809523809523809	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0070647	BP	50	44	0.7847040031031235	brassica_rapa	rbh	all	conserved	biological_process	0.3658536585365853	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0070828	BP	50	50	0.8415201211011224	brassica_rapa	rbh	all	other	biological_process	0.4677419354838709	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0070918	BP	50	50	0.8541348610348731	brassica_rapa	rbh	all	conserved	biological_process	0.4322033898305085	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0071470	BP	50	50	0.7688097195776623	brassica_rapa	rbh	all	other	biological_process	0.4137931034482758	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0071482	BP	50	50	0.889428346250927	brassica_rapa	rbh	all	other	biological_process	0.3846153846153846	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0090697	BP	50	41	0.7048826263853939	brassica_rapa	rbh	all	specific	biological_process	0.149171270718232	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0090698	BP	50	50	0.7491425594093215	brassica_rapa	rbh	all	specific	biological_process	0.3272727272727272	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0098727	BP	50	50	0.7619115865037912	brassica_rapa	rbh	all	specific	biological_process	0.2682926829268293	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0098796	BP	50	50	0.7453967480930092	brassica_rapa	rbh	all	other	cellular_component	0.5061728395061729	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0099503	BP	24	50	0.6293959517132774	brassica_rapa	rbh	all	other	cellular_component	0.4166666666666667	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0099513	BP	50	50	0.8206513504928917	brassica_rapa	rbh	all	other	cellular_component	0.3409090909090909	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0140513	BP	50	50	0.8124897186657798	brassica_rapa	rbh	all	other	cellular_component	0.4776119402985074	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0140677	BP	50	16	0.435993858622367	brassica_rapa	rbh	all	other	molecular_function	0.0806451612903225	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO0170038	BP	50	49	0.9320891877756456	brassica_rapa	rbh	all	conserved	biological_process	0.65625	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO1901135	BP	50	50	0.900646641676567	brassica_rapa	rbh	all	conserved	biological_process	0.4121212121212121	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO1901137	BP	50	50	0.8885093295664213	brassica_rapa	rbh	all	conserved	biological_process	0.4796747967479675	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO1903047	BP	50	50	0.8735529113915749	brassica_rapa	rbh	all	conserved	biological_process	0.4848484848484848	plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO1990204	BP	0	26	0.0	brassica_rapa	rbh	all	other	cellular_component		plant_arabidopsis	plant	83.4
brassica_rapa.rbh.all	SYN_GO1990351	BP	11	50	0.2942068426205049	brassica_rapa	rbh	all	other	cellular_component	0.6363636363636364	plant_arabidopsis	plant	83.4
camelina.rbh.all	SYN_GO0000138	BP	38	50	0.8723059648219958	camelina	rbh	all	other	cellular_component	0.8157894736842105	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0000166	BP	40	50	0.6621588341174447	camelina	rbh	all	other	molecular_function	0.4	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0000226	BP	50	50	0.8979883476282476	camelina	rbh	all	other	biological_process	0.4848484848484848	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0000228	BP	50	50	0.8374653393138456	camelina	rbh	all	other	cellular_component	0.6176470588235294	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0000278	BP	50	50	0.8678536750674622	camelina	rbh	all	conserved	biological_process	0.6746031746031746	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0000377	BP	50	34	0.8260268364990159	camelina	rbh	all	conserved	biological_process	0.2717391304347826	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0000502	BP	29	24	0.7543502170019457	camelina	rbh	all	other	cellular_component	0.4827586206896552	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0000785	BP	50	50	0.680253409744861	camelina	rbh	all	other	cellular_component	0.4117647058823529	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0000959	BP	39	19	0.8758209490561896	camelina	rbh	all	conserved	biological_process	0.4358974358974359	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0002218	BP	50	50	0.8949731638223636	camelina	rbh	all	specific	biological_process	0.3513513513513513	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0002253	BP	50	50	0.8949731638223636	camelina	rbh	all	specific	biological_process	0.3537414965986394	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0002682	BP	50	50	0.9112442542061064	camelina	rbh	all	other	biological_process	0.3493150684931507	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0003735	BP	14	34	0.2879147301310233	camelina	rbh	all	other	molecular_function	0.0	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0004519	BP	45	43	0.8966871274543972	camelina	rbh	all	other	molecular_function	0.6	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0004620	BP	18	40	0.6491213263048831	camelina	rbh	all	other	molecular_function	0.6111111111111112	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0004674	BP	50	44	0.5762836865323673	camelina	rbh	all	other	molecular_function	0.144	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0005507	BP	43	50	0.7810676477485912	camelina	rbh	all	other	molecular_function	0.813953488372093	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0005654	BP	50	50	0.8197917881583254	camelina	rbh	all	other	cellular_component	0.3892617449664429	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0005774	BP	50	50	0.8492921186093321	camelina	rbh	all	other	cellular_component	0.4851485148514851	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0005789	BP	50	50	0.6820274336765698	camelina	rbh	all	other	cellular_component	0.4464285714285714	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0005856	BP	50	50	0.8791038364873099	camelina	rbh	all	other	cellular_component	0.5555555555555556	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0005874	BP	50	50	0.8938881757274052	camelina	rbh	all	other	cellular_component	0.5476190476190477	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0006066	BP	50	50	0.8753041448284214	camelina	rbh	all	conserved	biological_process	0.5662650602409639	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0006310	BP	50	50	0.9487563817423714	camelina	rbh	all	conserved	biological_process	0.6494845360824743	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0006351	BP	50	50	0.7900990216350925	camelina	rbh	all	conserved	biological_process	0.3163265306122449	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0006753	BP	50	50	0.9497486925498873	camelina	rbh	all	conserved	biological_process	0.85	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0006793	BP	50	50	0.9354193349862784	camelina	rbh	all	conserved	biological_process	0.8079470198675497	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0006796	BP	50	50	0.6496637537986848	camelina	rbh	all	conserved	biological_process	0.1551724137931034	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0006811	BP	50	50	0.9191874036057152	camelina	rbh	all	other	biological_process	0.6486486486486487	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0008092	BP	50	50	0.875543089429992	camelina	rbh	all	other	molecular_function	0.5158730158730159	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0009308	BP	50	39	0.8795510949770511	camelina	rbh	all	conserved	biological_process	0.6	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0009561	BP	42	10	0.4614940474132736	camelina	rbh	all	specific	biological_process	0.0714285714285714	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0009567	BP	35	22	0.6364661320656808	camelina	rbh	all	specific	biological_process	0.3142857142857143	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0009637	BP	50	50	0.8152656073207644	camelina	rbh	all	other	biological_process	0.3621621621621622	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0009668	BP	50	29	0.7346610913157845	camelina	rbh	all	other	biological_process	0.3389830508474576	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0009738	BP	50	43	0.8206063131534928	camelina	rbh	all	specific	biological_process	0.2704918032786885	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0009742	BP	50	24	0.7686815903491893	camelina	rbh	all	specific	biological_process	0.35	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0009751	BP	50	50	0.8840243957993336	camelina	rbh	all	other	biological_process	0.2828947368421052	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0009826	BP	50	50	0.8808183498084204	camelina	rbh	all	specific	biological_process	0.45	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0009832	BP	50	50	0.933578628603336	camelina	rbh	all	other	biological_process	0.4173228346456692	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0009845	BP	50	33	0.6469299831023042	camelina	rbh	all	specific	biological_process	0.1573033707865168	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0009860	BP	50	50	0.7277839012072785	camelina	rbh	all	specific	biological_process	0.4827586206896552	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0009867	BP	50	50	0.6612381841241227	camelina	rbh	all	specific	biological_process	0.4961832061068702	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0010016	BP	50	50	0.8517864789546504	camelina	rbh	all	specific	biological_process	0.270042194092827	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0010073	BP	50	50	0.8386801225353641	camelina	rbh	all	specific	biological_process	0.4027777777777778	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0010078	BP	50	50	0.8231929223318631	camelina	rbh	all	specific	biological_process	0.3541666666666667	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0010087	BP	50	50	0.5925610908115514	camelina	rbh	all	specific	biological_process	0.1382113821138211	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0010101	BP	50	33	0.6519121542000635	camelina	rbh	all	specific	biological_process	0.1666666666666666	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0010109	BP	50	50	0.7067618793022677	camelina	rbh	all	other	biological_process	0.4090909090909091	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0010183	BP	49	15	0.5375480542442879	camelina	rbh	all	specific	biological_process	0.1224489795918367	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0010214	BP	50	21	0.7476669814728139	camelina	rbh	all	specific	biological_process	0.1538461538461538	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0010287	BP	50	50	0.6419448405901044	camelina	rbh	all	other	cellular_component	0.2857142857142857	plant_arabidopsis	plant	89.5
camelina.rbh.all	SYN_GO0010311	BP	50	28	0.6742978961740119	camelina	rbh	all	specific	biological_process	0.1666666666666666	plant_arabidopsis	plant	89.5
