label	list_id	aspect	n_truth	n_trans	wang_bma	ref	method	evset	category	namespace	recall	track	clade	median_pident
dog.rbh.all	SYN_GO0009144	BP	50	50	0.9957166550452372	dog	rbh	all	conserved	biological_process	0.3939393939393939	mammal	mammal	85.6
dog.rbh.all	SYN_GO0009259	BP	50	50	0.9764856661107464	dog	rbh	all	conserved	biological_process	0.4720496894409938	mammal	mammal	85.6
dog.rbh.all	SYN_GO0009308	BP	50	50	0.732592001941021	dog	rbh	all	conserved	biological_process	0.1423076923076923	mammal	mammal	85.6
dog.rbh.all	SYN_GO0009612	BP	50	50	0.8223855313705448	dog	rbh	all	other	biological_process	0.2133105802047781	mammal	mammal	85.6
dog.rbh.all	SYN_GO0014069	BP	50	50	0.8558049402132737	dog	rbh	all	other	cellular_component	0.3438320209973753	mammal	mammal	85.6
dog.rbh.all	SYN_GO0015079	BP	50	50	0.8050496450639926	dog	rbh	all	other	molecular_function	0.4325581395348837	mammal	mammal	85.6
dog.rbh.all	SYN_GO0015748	BP	50	50	0.8482531042093846	dog	rbh	all	other	biological_process	0.3982300884955752	mammal	mammal	85.6
dog.rbh.all	SYN_GO0016051	BP	50	50	0.9519189735910956	dog	rbh	all	conserved	biological_process	0.7867647058823529	mammal	mammal	85.6
dog.rbh.all	SYN_GO0016358	BP	50	50	0.8819221390506742	dog	rbh	all	specific	biological_process	0.1320754716981132	mammal	mammal	85.6
dog.rbh.all	SYN_GO0016782	BP	28	50	0.7372332425028899	dog	rbh	all	other	molecular_function	0.6785714285714286	mammal	mammal	85.6
dog.rbh.all	SYN_GO0016810	BP	50	50	0.902110057720412	dog	rbh	all	other	molecular_function	0.482051282051282	mammal	mammal	85.6
dog.rbh.all	SYN_GO0016818	BP	50	50	0.8062384204226853	dog	rbh	all	other	molecular_function	0.4117647058823529	mammal	mammal	85.6
dog.rbh.all	SYN_GO0016829	BP	50	50	0.8884866401363639	dog	rbh	all	other	molecular_function	0.8283582089552238	mammal	mammal	85.6
dog.rbh.all	SYN_GO0018212	BP	50	50	0.6354295575725832	dog	rbh	all	conserved	biological_process	0.2854442344045368	mammal	mammal	85.6
dog.rbh.all	SYN_GO0019226	BP	50	50	0.7676187534013948	dog	rbh	all	specific	biological_process	0.1756756756756756	mammal	mammal	85.6
dog.rbh.all	SYN_GO0019318	BP	50	50	0.9690525593878576	dog	rbh	all	conserved	biological_process	0.4664310954063604	mammal	mammal	85.6
dog.rbh.all	SYN_GO0019787	BP	50	50	0.9067138746630348	dog	rbh	all	other	molecular_function	0.6632653061224489	mammal	mammal	85.6
dog.rbh.all	SYN_GO0019901	BP	50	50	0.7959985040431493	dog	rbh	all	other	molecular_function	0.2544378698224852	mammal	mammal	85.6
dog.rbh.all	SYN_GO0021695	BP	50	38	0.8104228041667532	dog	rbh	all	specific	biological_process	0.0649895178197065	mammal	mammal	85.6
dog.rbh.all	SYN_GO0021782	BP	50	50	0.7906654085047673	dog	rbh	all	specific	biological_process	0.1484978540772532	mammal	mammal	85.6
dog.rbh.all	SYN_GO0022625	BP	14	17	0.8893926074452861	dog	rbh	all	other	cellular_component	0.8571428571428571	mammal	mammal	85.6
dog.rbh.all	SYN_GO0030010	BP	50	50	0.777947799418047	dog	rbh	all	other	biological_process	0.2495479204339963	mammal	mammal	85.6
dog.rbh.all	SYN_GO0030135	BP	44	43	0.7048717203812284	dog	rbh	all	other	cellular_component	0.4090909090909091	mammal	mammal	85.6
dog.rbh.all	SYN_GO0030278	BP	50	50	0.8206332224224053	dog	rbh	all	other	biological_process	0.2198505869797225	mammal	mammal	85.6
dog.rbh.all	SYN_GO0030545	BP	50	50	0.8438180418005029	dog	rbh	all	other	molecular_function	0.4431946006749156	mammal	mammal	85.6
dog.rbh.all	SYN_GO0030863	BP	50	50	0.8232462245762554	dog	rbh	all	other	cellular_component	0.5862068965517241	mammal	mammal	85.6
dog.rbh.all	SYN_GO0031032	BP	50	50	0.925521229665302	dog	rbh	all	other	biological_process	0.3920704845814978	mammal	mammal	85.6
dog.rbh.all	SYN_GO0031345	BP	50	50	0.8271667173419394	dog	rbh	all	other	biological_process	0.2827715355805243	mammal	mammal	85.6
dog.rbh.all	SYN_GO0031461	BP	50	50	0.6451956218708764	dog	rbh	all	other	cellular_component	0.3181818181818182	mammal	mammal	85.6
dog.rbh.all	SYN_GO0031594	BP	50	50	0.7657704401673961	dog	rbh	all	other	cellular_component	0.2211538461538461	mammal	mammal	85.6
dog.rbh.all	SYN_GO0032279	BP	50	50	0.8358376580607579	dog	rbh	all	other	cellular_component	0.3333333333333333	mammal	mammal	85.6
dog.rbh.all	SYN_GO0032446	BP	50	50	0.8828621626538847	dog	rbh	all	conserved	biological_process	0.7631578947368421	mammal	mammal	85.6
dog.rbh.all	SYN_GO0032481	BP	50	50	0.9461219098302504	dog	rbh	all	other	biological_process	0.5730027548209367	mammal	mammal	85.6
dog.rbh.all	SYN_GO0032555	BP	49	50	0.5569815767333879	dog	rbh	all	other	molecular_function	0.1836734693877551	mammal	mammal	85.6
dog.rbh.all	SYN_GO0035082	BP	50	50	0.9790292710945826	dog	rbh	all	other	biological_process	0.6161616161616161	mammal	mammal	85.6
dog.rbh.all	SYN_GO0035315	BP	50	50	0.9260336318567431	dog	rbh	all	specific	biological_process	0.2871794871794871	mammal	mammal	85.6
dog.rbh.all	SYN_GO0035710	BP	50	50	0.4519253764792983	dog	rbh	all	specific	biological_process	0.2377777777777777	mammal	mammal	85.6
dog.rbh.all	SYN_GO0035770	BP	50	50	0.9215747044738642	dog	rbh	all	other	cellular_component	0.6441717791411042	mammal	mammal	85.6
dog.rbh.all	SYN_GO0036126	BP	50	50	0.871658032927441	dog	rbh	all	other	cellular_component	0.8315789473684211	mammal	mammal	85.6
dog.rbh.all	SYN_GO0042130	BP	50	50	0.9412641625600472	dog	rbh	all	other	biological_process	0.2356687898089172	mammal	mammal	85.6
dog.rbh.all	SYN_GO0042578	BP	50	50	0.90343163652158	dog	rbh	all	other	molecular_function	0.3732057416267942	mammal	mammal	85.6
dog.rbh.all	SYN_GO0043161	BP	50	50	0.8593645581037731	dog	rbh	all	conserved	biological_process	0.6153846153846154	mammal	mammal	85.6
dog.rbh.all	SYN_GO0043235	BP	50	50	0.7836008307111697	dog	rbh	all	other	cellular_component	0.4517045454545454	mammal	mammal	85.6
dog.rbh.all	SYN_GO0043296	BP	50	50	0.7322771361607059	dog	rbh	all	other	cellular_component	0.4492753623188406	mammal	mammal	85.6
dog.rbh.all	SYN_GO0043409	BP	50	50	0.7637281365904056	dog	rbh	all	other	biological_process	0.2533333333333333	mammal	mammal	85.6
dog.rbh.all	SYN_GO0043491	BP	50	43	0.4999144978765523	dog	rbh	all	specific	biological_process	0.0543478260869565	mammal	mammal	85.6
dog.rbh.all	SYN_GO0043583	BP	50	50	0.8315853211086817	dog	rbh	all	specific	biological_process	0.1699604743083003	mammal	mammal	85.6
dog.rbh.all	SYN_GO0044283	BP	50	50	0.9438335126145182	dog	rbh	all	conserved	biological_process	0.5756207674943566	mammal	mammal	85.6
dog.rbh.all	SYN_GO0044325	BP	50	50	0.7118905565379028	dog	rbh	all	other	molecular_function	0.4307692307692308	mammal	mammal	85.6
dog.rbh.all	SYN_GO0045087	BP	50	50	0.9343645188864826	dog	rbh	all	specific	biological_process	0.5103189493433395	mammal	mammal	85.6
dog.rbh.all	SYN_GO0045111	BP	50	50	0.6005802556502489	dog	rbh	all	other	cellular_component	0.2166666666666666	mammal	mammal	85.6
dog.rbh.all	SYN_GO0045446	BP	50	50	0.7904953635392828	dog	rbh	all	specific	biological_process	0.2494623655913978	mammal	mammal	85.6
dog.rbh.all	SYN_GO0045682	BP	50	50	0.7475789010313579	dog	rbh	all	other	biological_process	0.1364829396325459	mammal	mammal	85.6
dog.rbh.all	SYN_GO0045936	BP	50	50	0.666803057259941	dog	rbh	all	other	biological_process	0.1502086230876217	mammal	mammal	85.6
dog.rbh.all	SYN_GO0046394	BP	50	50	0.908008945130851	dog	rbh	all	conserved	biological_process	0.4087301587301587	mammal	mammal	85.6
dog.rbh.all	SYN_GO0046873	BP	50	50	0.890353313294451	dog	rbh	all	other	molecular_function	0.5065616797900262	mammal	mammal	85.6
dog.rbh.all	SYN_GO0046942	BP	50	50	0.8892916971242587	dog	rbh	all	other	biological_process	0.294478527607362	mammal	mammal	85.6
dog.rbh.all	SYN_GO0046982	BP	50	50	0.7224750836840081	dog	rbh	all	other	molecular_function	0.3820224719101123	mammal	mammal	85.6
dog.rbh.all	SYN_GO0048588	BP	50	50	0.8961515900542695	dog	rbh	all	specific	biological_process	0.2437722419928825	mammal	mammal	85.6
dog.rbh.all	SYN_GO0048663	BP	50	50	0.8765401728320944	dog	rbh	all	specific	biological_process	0.1386861313868613	mammal	mammal	85.6
dog.rbh.all	SYN_GO0048786	BP	50	50	0.8311936582111699	dog	rbh	all	other	cellular_component	0.4057971014492754	mammal	mammal	85.6
dog.rbh.all	SYN_GO0050670	BP	50	50	0.9019212876761604	dog	rbh	all	other	biological_process	0.3717434869739479	mammal	mammal	85.6
dog.rbh.all	SYN_GO0050885	BP	50	36	0.6292320804902237	dog	rbh	all	specific	biological_process	0.0759162303664921	mammal	mammal	85.6
dog.rbh.all	SYN_GO0051020	BP	50	50	0.6872888303432372	dog	rbh	all	other	molecular_function	0.3442622950819672	mammal	mammal	85.6
dog.rbh.all	SYN_GO0051213	BP	50	50	0.8312153404453543	dog	rbh	all	other	molecular_function	0.609375	mammal	mammal	85.6
dog.rbh.all	SYN_GO0060041	BP	50	50	0.8074878720810301	dog	rbh	all	specific	biological_process	0.1696801112656467	mammal	mammal	85.6
dog.rbh.all	SYN_GO0061008	BP	50	50	0.8076511840617714	dog	rbh	all	specific	biological_process	0.1447212336892052	mammal	mammal	85.6
dog.rbh.all	SYN_GO0071396	BP	50	50	0.8797397662808375	dog	rbh	all	other	biological_process	0.4132841328413284	mammal	mammal	85.6
dog.rbh.all	SYN_GO0072330	BP	50	50	0.8840371402815489	dog	rbh	all	conserved	biological_process	0.4126984126984127	mammal	mammal	85.6
dog.rbh.all	SYN_GO0072523	BP	50	50	1.0	dog	rbh	all	conserved	biological_process	0.4813278008298755	mammal	mammal	85.6
dog.rbh.all	SYN_GO0072593	BP	50	50	0.8263787422227554	dog	rbh	all	conserved	biological_process	0.1458333333333333	mammal	mammal	85.6
dog.rbh.all	SYN_GO0090407	BP	50	50	0.980093382000488	dog	rbh	all	conserved	biological_process	0.6666666666666666	mammal	mammal	85.6
dog.rbh.all	SYN_GO0097225	BP	50	29	0.8285072622745522	dog	rbh	all	other	cellular_component	0.4210526315789473	mammal	mammal	85.6
dog.rbh.all	SYN_GO0097733	BP	50	50	0.8554910817206082	dog	rbh	all	other	cellular_component	0.5191256830601093	mammal	mammal	85.6
dog.rbh.all	SYN_GO0098609	BP	50	50	0.8378086377148932	dog	rbh	all	other	biological_process	0.2712765957446808	mammal	mammal	85.6
dog.rbh.all	SYN_GO0098685	BP	50	50	0.7638437219423979	dog	rbh	all	other	cellular_component	0.2151162790697674	mammal	mammal	85.6
dog.rbh.all	SYN_GO0098771	BP	50	50	0.8892462757326873	dog	rbh	all	other	biological_process	0.3090452261306532	mammal	mammal	85.6
dog.rbh.all	SYN_GO0141108	BP	50	50	0.7623173435996949	dog	rbh	all	other	molecular_function	0.4335664335664335	mammal	mammal	85.6
dog.rbh.all	SYN_GO0141187	BP	50	50	0.8913246151989143	dog	rbh	all	conserved	biological_process	0.5091575091575091	mammal	mammal	85.6
dog.rbh.all	SYN_GO0150034	BP	50	50	0.8159718586897357	dog	rbh	all	other	cellular_component	0.3400576368876081	mammal	mammal	85.6
dog.rbh.all	SYN_GO1901265	BP	50	50	0.6071378976044832	dog	rbh	all	other	molecular_function	0.2096774193548387	mammal	mammal	85.6
dog.rbh.all	SYN_GO1901293	BP	50	50	0.9805574623132576	dog	rbh	all	conserved	biological_process	0.6755555555555556	mammal	mammal	85.6
dog.rbh.all	SYN_GO1903311	BP	50	50	0.9175116543194656	dog	rbh	all	other	biological_process	0.6274509803921569	mammal	mammal	85.6
dog.rbh.all	SYN_GO1904375	BP	50	50	0.7297535796972499	dog	rbh	all	other	biological_process	0.2463768115942029	mammal	mammal	85.6
dog.rbh.all	SYN_GO1990234	BP	50	50	0.9426468160613886	dog	rbh	all	other	cellular_component	0.5723270440251572	mammal	mammal	85.6
dog.rbh.all	SYN_GO2000106	BP	50	50	0.6901624575507974	dog	rbh	all	other	biological_process	0.331578947368421	mammal	mammal	85.6
fruitfly.rbh.all	SYN_GO0000287	BP	50	0	0.0	fruitfly	rbh	all	other	molecular_function	0.0	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0000775	BP	50	50	0.7904057745775508	fruitfly	rbh	all	other	cellular_component	0.3410404624277456	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0000792	BP	50	50	0.861016591407713	fruitfly	rbh	all	other	cellular_component	0.3723404255319149	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0001523	BP	50	6	0.5807051542504471	fruitfly	rbh	all	conserved	biological_process	0.0444444444444444	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0001525	BP	50	50	0.7494788248014794	fruitfly	rbh	all	specific	biological_process	0.1282894736842105	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0001676	BP	50	9	0.7745190107275957	fruitfly	rbh	all	conserved	biological_process	0.1046511627906976	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0001704	BP	50	50	0.6122045333998419	fruitfly	rbh	all	specific	biological_process	0.1729598051157125	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0001917	BP	50	0	0.0	fruitfly	rbh	all	other	cellular_component	0.0	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0002062	BP	50	11	0.5079020856715638	fruitfly	rbh	all	specific	biological_process	0.0106221547799696	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0002637	BP	50	9	0.242404556183809	fruitfly	rbh	all	other	biological_process	0.0108303249097472	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0003382	BP	50	50	0.6806147337356017	fruitfly	rbh	all	specific	biological_process	0.1468531468531468	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0003713	BP	50	43	0.8030289060713346	fruitfly	rbh	all	other	molecular_function	0.0859106529209622	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0003729	BP	50	50	0.8371268456538696	fruitfly	rbh	all	other	molecular_function	0.4058823529411764	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0003735	BP	13	22	0.8503590759037726	fruitfly	rbh	all	other	molecular_function	0.8461538461538461	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0003779	BP	50	50	0.8187161177144392	fruitfly	rbh	all	other	molecular_function	0.5106382978723404	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0005765	BP	50	50	0.8141477185865079	fruitfly	rbh	all	other	cellular_component	0.2165605095541401	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0005770	BP	50	50	0.6630356715741504	fruitfly	rbh	all	other	cellular_component	0.2147239263803681	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0005813	BP	50	50	0.777882542976877	fruitfly	rbh	all	other	cellular_component	0.1851851851851851	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0006195	BP	50	50	0.951191660496306	fruitfly	rbh	all	conserved	biological_process	0.329004329004329	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0006281	BP	50	50	0.8568018926908207	fruitfly	rbh	all	conserved	biological_process	0.2569659442724458	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0006282	BP	50	36	0.6535141727723567	fruitfly	rbh	all	other	biological_process	0.0725806451612903	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0006412	BP	36	33	0.8822067481183944	fruitfly	rbh	all	conserved	biological_process	0.6111111111111112	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0006511	BP	50	50	0.7756577600653445	fruitfly	rbh	all	conserved	biological_process	0.6538461538461539	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0006790	BP	50	50	0.8201753789307646	fruitfly	rbh	all	conserved	biological_process	0.2801724137931034	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0007005	BP	50	39	0.7097610197329728	fruitfly	rbh	all	other	biological_process	0.0559845559845559	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0007143	BP	50	50	0.8207389050562426	fruitfly	rbh	all	specific	biological_process	0.2666666666666666	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0007292	BP	50	50	0.7963547858397253	fruitfly	rbh	all	specific	biological_process	0.1184971098265895	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0007498	BP	50	50	0.5925093301415957	fruitfly	rbh	all	specific	biological_process	0.16	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0007605	BP	50	37	0.6336534519660938	fruitfly	rbh	all	specific	biological_process	0.0495867768595041	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0008234	BP	38	26	0.7170968899166146	fruitfly	rbh	all	other	molecular_function	0.2368421052631578	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0008286	BP	50	50	0.7485090230870887	fruitfly	rbh	all	specific	biological_process	0.1682692307692307	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0009123	BP	50	50	0.93315129080032	fruitfly	rbh	all	conserved	biological_process	0.3924731182795699	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0009144	BP	50	50	0.9491536095144693	fruitfly	rbh	all	conserved	biological_process	0.3333333333333333	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0009259	BP	50	50	0.9528581856839664	fruitfly	rbh	all	conserved	biological_process	0.3850931677018633	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0009308	BP	50	24	0.6306776736262303	fruitfly	rbh	all	conserved	biological_process	0.0461538461538461	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0009612	BP	50	36	0.7523900063824928	fruitfly	rbh	all	other	biological_process	0.0546075085324232	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0014069	BP	50	50	0.7397769445424432	fruitfly	rbh	all	other	cellular_component	0.2887139107611549	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0015079	BP	50	50	0.8345744012085737	fruitfly	rbh	all	other	molecular_function	0.2697674418604651	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0015748	BP	50	26	0.804981589003835	fruitfly	rbh	all	other	biological_process	0.2035398230088495	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0016051	BP	50	50	0.9146564666370974	fruitfly	rbh	all	conserved	biological_process	0.6470588235294118	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0016358	BP	50	50	0.7634019036392563	fruitfly	rbh	all	specific	biological_process	0.2515723270440251	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0016782	BP	28	18	0.7690215803998166	fruitfly	rbh	all	other	molecular_function	0.3928571428571428	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0016810	BP	50	42	0.8326997040441103	fruitfly	rbh	all	other	molecular_function	0.1846153846153846	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0016818	BP	50	50	0.3569020766199088	fruitfly	rbh	all	other	molecular_function	0.0924369747899159	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0016829	BP	50	50	0.8967132248894074	fruitfly	rbh	all	other	molecular_function	0.5223880597014925	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0018212	BP	50	32	0.4505617938757532	fruitfly	rbh	all	conserved	biological_process	0.0302457466918714	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0019226	BP	50	50	0.7906500669423464	fruitfly	rbh	all	specific	biological_process	0.2891891891891892	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0019318	BP	50	50	0.9646360431324068	fruitfly	rbh	all	conserved	biological_process	0.2968197879858657	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0019787	BP	50	50	0.8304800203660911	fruitfly	rbh	all	other	molecular_function	0.5612244897959183	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0019901	BP	50	50	0.653966665872497	fruitfly	rbh	all	other	molecular_function	0.2485207100591716	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0021695	BP	50	24	0.6829019791378836	fruitfly	rbh	all	specific	biological_process	0.0251572327044025	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0021782	BP	50	50	0.6533822260362585	fruitfly	rbh	all	specific	biological_process	0.1055793991416309	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0022625	BP	14	14	0.8602057089663735	fruitfly	rbh	all	other	cellular_component	0.7142857142857143	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0030010	BP	50	50	0.7128250074401469	fruitfly	rbh	all	other	biological_process	0.0831826401446654	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0030135	BP	44	46	0.6696236434682934	fruitfly	rbh	all	other	cellular_component	0.3409090909090909	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0030278	BP	50	50	0.651822723039221	fruitfly	rbh	all	other	biological_process	0.1376734258271078	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0030545	BP	50	50	0.3765131350917812	fruitfly	rbh	all	other	molecular_function	0.0742407199100112	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0030863	BP	50	50	0.73601053454078	fruitfly	rbh	all	other	cellular_component	0.5517241379310345	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0031032	BP	50	50	0.7755898499237542	fruitfly	rbh	all	other	biological_process	0.2599118942731278	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0031345	BP	50	50	0.7342788445549163	fruitfly	rbh	all	other	biological_process	0.095505617977528	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0031461	BP	50	50	0.6389750248346747	fruitfly	rbh	all	other	cellular_component	0.3333333333333333	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0031594	BP	50	50	0.5906324353961716	fruitfly	rbh	all	other	cellular_component	0.0833333333333333	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0032279	BP	50	50	0.721689483492321	fruitfly	rbh	all	other	cellular_component	0.2735632183908046	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0032446	BP	50	50	0.8816973955261429	fruitfly	rbh	all	conserved	biological_process	0.6447368421052632	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0032481	BP	50	0	0.0	fruitfly	rbh	all	other	biological_process	0.0	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0032555	BP	49	50	0.5944879360118764	fruitfly	rbh	all	other	molecular_function	0.2040816326530612	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0035082	BP	50	46	0.8057378754254193	fruitfly	rbh	all	other	biological_process	0.3333333333333333	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0035315	BP	50	50	0.7607407221278555	fruitfly	rbh	all	specific	biological_process	0.1692307692307692	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0035710	BP	50	18	0.4058445614531833	fruitfly	rbh	all	specific	biological_process	0.0066666666666666	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0035770	BP	50	50	0.9085162951354204	fruitfly	rbh	all	other	cellular_component	0.4417177914110429	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0036126	BP	50	50	0.7600875212375412	fruitfly	rbh	all	other	cellular_component	0.4526315789473684	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0042578	BP	50	50	0.8379475852066685	fruitfly	rbh	all	other	molecular_function	0.2057416267942583	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0043161	BP	50	50	0.7705089486128416	fruitfly	rbh	all	conserved	biological_process	0.5076923076923077	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0043235	BP	50	35	0.6833907045752065	fruitfly	rbh	all	other	cellular_component	0.0596590909090909	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0043296	BP	50	50	0.6345396619924902	fruitfly	rbh	all	other	cellular_component	0.2463768115942029	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0043409	BP	50	50	0.6936069913703633	fruitfly	rbh	all	other	biological_process	0.0573333333333333	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0043491	BP	50	0	0.0	fruitfly	rbh	all	specific	biological_process	0.0	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0043583	BP	50	50	0.7740083219219688	fruitfly	rbh	all	specific	biological_process	0.1715415019762846	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0044283	BP	50	50	0.8568874354522628	fruitfly	rbh	all	conserved	biological_process	0.3318284424379232	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0044325	BP	50	11	0.3419169753693005	fruitfly	rbh	all	other	molecular_function	0.0102564102564102	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0045087	BP	50	50	0.374971547739068	fruitfly	rbh	all	specific	biological_process	0.0206378986866791	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0045111	BP	50	12	0.3153677348058651	fruitfly	rbh	all	other	cellular_component	0.0	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0045446	BP	50	0	0.0	fruitfly	rbh	all	specific	biological_process	0.0	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0045682	BP	50	0	0.0	fruitfly	rbh	all	other	biological_process	0.0	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0045936	BP	50	7	0.4727881414771226	fruitfly	rbh	all	other	biological_process	0.0069541029207232	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0046394	BP	50	50	0.8462878127708976	fruitfly	rbh	all	conserved	biological_process	0.2023809523809523	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0046873	BP	50	50	0.9427430990859398	fruitfly	rbh	all	other	molecular_function	0.3569553805774278	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0046942	BP	50	50	0.8548435040349348	fruitfly	rbh	all	other	biological_process	0.1717791411042944	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0046982	BP	50	12	0.5554318320043861	fruitfly	rbh	all	other	molecular_function	0.0337078651685393	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0048588	BP	50	50	0.7373064161917213	fruitfly	rbh	all	specific	biological_process	0.0409252669039145	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0048663	BP	50	50	0.7915574522259351	fruitfly	rbh	all	specific	biological_process	0.1277372262773722	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0048786	BP	50	50	0.7686342581398605	fruitfly	rbh	all	other	cellular_component	0.2657004830917874	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0050670	BP	50	50	0.2736223731087969	fruitfly	rbh	all	other	biological_process	0.0511022044088176	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0050885	BP	50	0	0.0	fruitfly	rbh	all	specific	biological_process	0.0	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0051020	BP	50	16	0.5527926390688338	fruitfly	rbh	all	other	molecular_function	0.0491803278688524	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0051213	BP	50	14	0.6639193138243273	fruitfly	rbh	all	other	molecular_function	0.1875	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0060041	BP	50	35	0.7398546646120178	fruitfly	rbh	all	specific	biological_process	0.0236439499304589	mammal	mammal	45.0
fruitfly.rbh.all	SYN_GO0061008	BP	50	0	0.0	fruitfly	rbh	all	specific	biological_process	0.0	mammal	mammal	45.0
