track	clade	ref	aspect	median_pident	wang	recall	n	wang_lo	wang_hi	recall_lo	recall_hi
insect	insect	aphid	MF	48.3	0.6903366708869907	0.4676674040536462	119	0.6417293154670928	0.7330776781382136	0.42143387427519674	0.5096089757882534
insect	insect	apis	BP	50.4	0.7950246442571036	0.2910632723588318	120	0.7676741645658599	0.8174637578696324	0.25477404446352225	0.32888333831629823
insect	insect	apis	CC	50.4	0.7847485959620922	0.4186954937815831	117	0.7413052823394536	0.8217935904660686	0.3766378637048254	0.4578775848605566
insect	insect	apis	MF	50.4	0.7089252961260327	0.5079407538587233	119	0.6651198697401367	0.7478526241095338	0.4653456023905312	0.5495330223996181
insect	insect	bombyx	BP	49.8	0.7828518271608852	0.2707072852630678	120	0.7533073269510612	0.8090355242056125	0.23583486178820856	0.31357661975223783
insect	insect	bombyx	CC	49.8	0.7710397057137317	0.3970502693822534	118	0.7305345838283186	0.8095874742543949	0.35681002606958984	0.4362664853387687
insect	insect	bombyx	MF	49.8	0.7098352301164496	0.49683061789876265	119	0.663969402041409	0.752538837933642	0.45048276095300527	0.541097848625995
insect	insect	celegans	BP	40.6	0.7431807528852414	0.2891403254452289	116	0.7107365065062227	0.7700492437740969	0.2562166577921111	0.3287884375052098
insect	insect	celegans	CC	40.6	0.7780247346081502	0.44421209955843893	115	0.7377649121198193	0.8114562397892585	0.39999377090220795	0.4901819726783227
insect	insect	celegans	MF	40.6	0.6931103411021412	0.4389310307152407	115	0.6474677256739393	0.736099726717999	0.3866759007500664	0.48893696885308024
insect	insect	d_ananassae	BP	81.0	0.7925429711727643	0.27370087501855844	120	0.7730420101470441	0.8106769065815347	0.24040666198891883	0.30486653973978733
insect	insect	d_ananassae	CC	81.0	0.7598279311326724	0.37857767912382284	118	0.7168668943132267	0.7956520652406726	0.34169034260707476	0.4194029702972115
insect	insect	d_ananassae	MF	81.0	0.7138051071228309	0.5338881330279657	120	0.6717949911019032	0.7514182647536668	0.4964983222808255	0.5716135135072721
insect	insect	d_grimshawi	BP	73.3	0.8015768377699869	0.2881157204579895	120	0.7823932050876787	0.8209307865065772	0.25203848366467635	0.32449208908985655
insect	insect	d_grimshawi	CC	73.3	0.7788608354964534	0.4050259739740642	118	0.7435804335372231	0.8156160120965048	0.36739706165445585	0.441473692429154
insect	insect	d_grimshawi	MF	73.3	0.7185101983167608	0.5396255508133978	120	0.6789741508878459	0.754964700435004	0.4978300967765501	0.5801977986272624
insect	insect	d_simulans	BP	96.3	0.7677267471330147	0.23404944543350373	120	0.7423853566310077	0.7914558767997788	0.20361449036162915	0.26795492017746575
insect	insect	d_simulans	CC	96.3	0.7354548295827215	0.3256122468703199	117	0.6974329844298418	0.7731925209873585	0.291450846121525	0.36328432072581396
insect	insect	d_simulans	MF	96.3	0.6946291468815108	0.46424126522986575	119	0.652073454032928	0.7340473089767242	0.4216717460463487	0.5063029315681186
insect	insect	d_virilis	BP	73.8	0.8007619711284338	0.2921591605835882	120	0.7796356664201227	0.818888029693941	0.2592473091958515	0.32955120679764044
insect	insect	d_virilis	CC	73.8	0.7740575327783444	0.4006088342648328	118	0.7335701375708855	0.8097504783337219	0.3607246286877482	0.4416246202286789
insect	insect	d_virilis	MF	73.8	0.7144773345886933	0.5518149943791578	120	0.6701250878190146	0.7533470846541023	0.5089780596227658	0.5954103843641029
insect	insect	d_yakuba	BP	93.1	0.7835067605455823	0.2614888166316157	120	0.7587875715740916	0.8042168056301942	0.22971795864949732	0.29295649333614737
insect	insect	d_yakuba	CC	93.1	0.7419284178934171	0.3573289297463769	118	0.6969432521015776	0.7801391289949	0.3176005908070568	0.3953846566627102
insect	insect	d_yakuba	MF	93.1	0.7183553859770085	0.5438950184007411	120	0.6756273937757084	0.7555098668563324	0.5047872072510504	0.582964227243005
insect	insect	daphnia	BP	49.1	0.7747384193235028	0.2807940034629906	120	0.74537100601247	0.8018868773379003	0.24540185217631386	0.3180609585726554
insect	insect	daphnia	CC	49.1	0.7785287832763101	0.42848916073563187	117	0.7377774406178534	0.8174177308751214	0.38588388093083453	0.46809378731233175
insect	insect	daphnia	MF	49.1	0.7223552655190738	0.5017752912468408	118	0.6819153387516093	0.7606850860581587	0.45752231379013786	0.5433412568424587
insect	insect	mouse	BP	44.9	0.7442102251475913	0.4298004579954703	120	0.7119001505905381	0.7742352767242421	0.3925546368363276	0.4663310799222271
insect	insect	mouse	CC	44.9	0.7793984750270386	0.5796032337472504	119	0.7387027046468926	0.8150266926937471	0.5406416898749377	0.6180541791515928
insect	insect	mouse	MF	44.9	0.7025252877227224	0.55776285014049	120	0.6608218321912386	0.7390154407526033	0.511094312503944	0.6047610349985952
insect	insect	nasonia	BP	50.8	0.7942717099766853	0.2822733364274788	120	0.7683062920146319	0.815117660333573	0.24871566051537547	0.3167585646601086
insect	insect	nasonia	CC	50.8	0.7664919261073004	0.40348623802757866	118	0.7230075068392321	0.807854039257137	0.3616905590605777	0.44808262800585547
insect	insect	nasonia	MF	50.8	0.7142939344042151	0.5206688841728008	119	0.6755864463708878	0.7539225208748322	0.472288699970349	0.5687629076010268
insect	insect	tribolium	BP	51.3	0.8003158610178853	0.3060784835589308	120	0.7785685240518616	0.8222827702985924	0.27018982621109866	0.341994920127204
insect	insect	tribolium	CC	51.3	0.7962488284775849	0.4440629739489634	117	0.7595338487664889	0.8308739283401771	0.40607300784667155	0.48456490670562946
insect	insect	tribolium	MF	51.3	0.7360400177903901	0.5310640167201472	119	0.6957330519424311	0.7737184095063697	0.4851930160477458	0.5745150842984063
insect	insect	yeast	BP	37.9	0.6276756628087828	0.20776414468884508	102	0.5776713891057879	0.6783052736005116	0.16779181331736792	0.2510062054455319
insect	insect	yeast	CC	37.9	0.664776299208931	0.27422748484497106	101	0.6156397219560669	0.7133377928769317	0.22779660751563902	0.31989779750630426
insect	insect	yeast	MF	37.9	0.5130034224692239	0.24809243695991312	101	0.45099300707493734	0.5721115996611918	0.2020578027666222	0.29161972991324275
mammal	mammal	amphioxus	BP	50.5	0.6808554400195607	0.18664920734313667	120	0.6320148370554295	0.7255743780047098	0.15452028774985233	0.2188649183582819
